日期,NTD/USD
20191119,30.509
20191120,30.5
20191121,30.524
20191122,30.517
20191125,30.507
20191126,30.512
20191127,30.515
20191128,30.505
20191129,30.513
20191202,30.509
20191203,30.507
20191204,30.508
20191205,30.5
20191206,30.5
20191209,30.502
20191210,30.503
20191211,30.505
20191212,30.406
20191213,30.317
20191216,30.263
20191217,30.21
20191218,30.233
20191219,30.208
20191220,30.21
20191223,30.215
20191224,30.205
20191225,30.203
20191226,30.201
20191227,30.203
20191230,30.135
20191231,30.106
20200102,30.114
20200103,30.105
20200106,30.11
20200107,30.082
20200108,30.087
20200109,30.008
20200110,30.019
20200113,29.952
20200114,29.942
20200115,29.95
20200116,29.955
20200117,29.96
20200120,29.96
20200121,29.998
20200122,30.006
20200130,30.277
20200131,30.25
20200203,30.332
20200204,30.207
20200205,30.152
20200206,30.082
20200207,30.126
20200210,30.102
20200211,30.068
20200212,30.032
20200213,30.037
20200214,30.051
20200215,30.051
20200217,30.056
20200218,30.125
20200219,30.152
20200220,30.254
20200221,30.403
20200224,30.472
20200225,30.402
20200226,30.383
20200227,30.33
20200302,30.124
20200303,30.087
20200304,30.038
20200305,29.96
20200306,30.04
20200309,30.13
20200310,30.036
20200311,30.095
20200312,30.15
20200313,30.21
20200316,30.22
20200317,30.25
20200318,30.276
20200319,30.506
20200320,30.302
20200323,30.405
20200324,30.316
20200325,30.325
20200326,30.306
20200327,30.236
20200330,30.25
20200331,30.254
20200401,30.308
20200406,30.231
20200407,30.152
20200408,30.16
20200409,30.152
20200410,30.103
20200413,30.12
20200414,30.071
20200415,30.031
20200416,30.12
20200417,30.102
20200420,30.072
20200421,30.102
20200422,30.1
20200423,30.072
20200424,30.08
20200427,30.025
20200428,30.036
20200429,29.951
20200430,29.802
20200504,29.9
20200505,29.88
20200506,29.91
20200507,29.95
20200508,29.902
20200511,29.861
20200512,29.92
20200513,29.906
20200514,29.948
20200515,29.95
20200518,29.98
20200519,29.95
20200520,29.96
20200521,29.95
20200522,30.009
20200525,30.076
20200526,29.988
20200527,30.03
20200528,30.045
20200529,30.032
20200601,29.952
20200602,29.988
20200603,29.905
20200604,29.926
20200605,29.839
20200608,29.811
20200609,29.803
20200610,29.716
20200611,29.733
20200612,29.762
20200615,29.77
20200616,29.704
20200617,29.682
20200618,29.655
20200619,29.66
20200620,29.66
20200622,29.66
20200623,29.635
20200624,29.64
20200629,29.625
20200630,29.66
20200701,29.612
20200702,29.586
20200703,29.609
20200706,29.551
20200707,29.58
20200708,29.606
20200709,29.581
20200710,29.613
20200713,29.584
20200714,29.595
20200715,29.582
20200716,29.596
20200717,29.593
20200720,29.565
20200721,29.553
20200722,29.527
20200723,29.536
20200724,29.556
20200727,29.507
20200728,29.502
20200729,29.501
20200730,29.521
20200731,29.502
20200803,29.531
20200804,29.539
20200805,29.506
20200806,29.503
20200807,29.514
20200810,29.52
20200811,29.531
20200812,29.54
20200813,29.536
20200814,29.542
20200817,29.526
20200818,29.518
20200819,29.508
20200820,29.522
20200821,29.512
20200824,29.517
20200825,29.507
20200826,29.515
20200827,29.51
20200828,29.521
20200831,29.526
20200901,29.521
20200902,29.526
20200903,29.531
20200904,29.537
20200907,29.524
20200908,29.505
20200909,29.53
20200910,29.519
20200911,29.506
20200914,29.486
20200915,29.38
20200916,29.308
20200917,29.31
20200918,29.152
20200921,29.158
20200922,29.202
20200923,29.216
20200924,29.318
20200925,29.275
20200926,29.276
20200928,29.22
20200929,29.151
20200930,29.126
20201005,29.02
20201006,28.96
20201007,28.965
20201008,28.966
20201012,28.909
20201013,28.92
20201014,28.952
20201015,28.96
20201016,28.979
20201019,28.95
20201020,28.932
20201021,28.892
20201022,28.903
20201023,28.917
20201026,28.902
20201027,28.872
20201028,28.906
20201029,28.914
20201030,28.925
20201102,28.909
20201103,28.92
20201104,29.006
20201105,28.874
20201106,28.876
20201109,28.825
20201110,28.856
20201111,28.83
20201112,28.86
20201113,28.847
20201116,28.81
20201117,28.815
20201118,28.758
20201119,28.818
20201120,28.82
20201123,28.803
20201124,28.831
20201125,28.816
20201126,28.811
20201127,28.811
20201130,28.824
20201201,28.837
20201202,28.766
20201203,28.668
20201204,28.521
20201207,28.534
20201208,28.516
20201209,28.51
20201210,28.506
20201211,28.44
20201214,28.45
20201215,28.46
20201216,28.476
20201217,28.481
20201218,28.489
20201221,28.517
20201222,28.545
20201223,28.555
20201224,28.533
20201225,28.541
20201228,28.525
20201229,28.515
20201230,28.507
20201231,28.508
20210104,28.424
20210105,28.402
20210106,28.407
20210107,28.429
20210108,28.457
20210111,28.485
20210112,28.481
20210113,28.445
20210114,28.467
20210115,28.48
20210118,28.49
20210119,28.471
20210120,28.415
20210121,28.373
20210122,28.381
20210125,28.391
20210126,28.41
20210127,28.38
20210128,28.422
20210129,28.412
20210201,28.385
20210202,28.387
20210203,28.377
20210204,28.382
20210205,28.39
20210208,28.39
20210209,28.39
20210217,28.38
20210218,28.33
20210219,28.338
20210220,28.338
20210222,28.336
20210223,28.302
20210224,28.306
20210225,28.256
20210226,28.306
20210302,28.319
20210303,28.258
20210304,28.266
20210305,28.276
20210308,28.303
20210309,28.39
20210310,28.326
20210311,28.241
20210312,28.187
20210315,28.243
20210316,28.263
20210317,28.302
20210318,28.306
20210319,28.463
20210322,28.492
20210323,28.482
20210324,28.538
20210325,28.61
20210326,28.602
20210329,28.552
20210330,28.519
20210331,28.531
20210401,28.533
20210406,28.486
20210407,28.427
20210408,28.43
20210409,28.436
20210412,28.459
20210413,28.465
20210414,28.435
20210415,28.382
20210416,28.341
20210419,28.205
20210420,28.138
20210421,28.151
20210422,28.141
20210423,28.111
20210426,27.959
20210427,27.905
20210428,27.938
20210429,27.95
20210503,27.979
20210504,27.952
20210505,27.96
20210506,27.99
20210507,27.908
20210510,27.816
20210511,27.952
20210512,27.955
20210513,27.996
20210514,28.012
20210517,28.042
20210518,27.952
20210519,27.982
20210520,28.012
20210521,27.94
20210524,27.95
20210525,27.876
20210526,27.821
20210527,27.822
20210528,27.767
20210531,27.657
20210601,27.637
20210602,27.72
20210603,27.704
20210604,27.721
20210607,27.712
20210608,27.703
20210609,27.767
20210610,27.704
20210611,27.631
20210615,27.652
20210616,27.691
20210617,27.765
20210618,27.81
20210621,27.952
20210622,27.962
20210623,28.006
20210624,28.002
20210625,27.907
20210628,27.91
20210629,27.908
20210630,27.87
20210701,27.904
20210702,27.99
20210705,27.915
20210706,27.916
20210707,27.993
20210708,28.034
20210709,28.086
20210712,28.015
20210713,27.997
20210714,28.007
20210715,27.892
20210716,28.005
20210719,28.052
20210720,28.06
20210721,28.073
20210722,28.018
20210723,28.028
20210726,28.072
20210727,28.055
20210728,28.005
20210729,27.945
20210730,27.966
20210802,27.932
20210803,27.93
20210804,27.833
20210805,27.781
20210806,27.813
20210809,27.826
20210810,27.831
20210811,27.847
20210812,27.819
20210813,27.86
20210816,27.848
20210817,27.869
20210818,27.843
20210819,27.969
20210820,28.008
20210823,27.985
20210824,27.942
20210825,27.927
20210826,27.937
20210827,27.928
20210830,27.813
20210831,27.772
20210901,27.742
20210902,27.732
20210903,27.703
20210906,27.663
20210907,27.673
20210908,27.746
20210909,27.752
20210910,27.69
20210911,27.71
20210913,27.72
20210914,27.713
20210915,27.708
20210916,27.715
20210917,27.736
20210922,27.782
20210923,27.773
20210924,27.731
20210927,27.722
20210928,27.785
20210929,27.82
20210930,27.866
20211001,27.882
20211004,27.866
20211005,27.907
20211006,27.97
20211007,27.952
20211008,28.046
20211012,28.152
20211013,28.145
20211014,28.103
20211015,28.027
20211018,28.015
20211019,27.935
20211020,27.911
20211021,27.912
20211022,27.902
20211025,27.876
20211026,27.842
20211027,27.827
20211028,27.834
20211029,27.82
20211101,27.85
20211102,27.85
20211103,27.853
20211104,27.866
20211105,27.882
20211108,27.842
20211109,27.772
20211110,27.785
20211111,27.84
20211112,27.836
20211115,27.782
20211116,27.79
20211117,27.815
20211118,27.803
20211119,27.795
20211122,27.783
20211123,27.809
20211124,27.793
20211125,27.801
20211126,27.836
20211129,27.807
20211130,27.81
20211201,27.76
20211202,27.766
20211203,27.723
20211206,27.741
20211207,27.771
20211208,27.742
20211209,27.71
20211210,27.737
20211213,27.796
20211214,27.816
20211215,27.8
20211216,27.817
20211217,27.78
20211220,27.84
20211221,27.825
20211222,27.82
20211223,27.788
20211224,27.738
20211227,27.715
20211228,27.685
20211229,27.688
20211230,27.69
20220103,27.632
20220104,27.642
20220105,27.621
20220106,27.651
20220107,27.69
20220110,27.668
20220111,27.684
20220112,27.668
20220113,27.648
20220114,27.624
20220117,27.607
20220118,27.624
20220119,27.651
20220120,27.636
20220121,27.702
20220122,27.7
20220124,27.696
20220125,27.717
20220126,27.745
20220127,27.806
20220128,27.828
20220207,27.841
20220208,27.838
20220209,27.822
20220210,27.825
20220211,27.846
20220214,27.873
20220215,27.892
20220216,27.892
20220217,27.872
20220218,27.87
20220221,27.83
20220222,27.88
20220223,27.884
20220224,28.023
20220225,28.021
20220301,28.02
20220302,28.07
20220303,28.061
20220304,28.115
20220307,28.25
20220308,28.362
20220309,28.435
20220310,28.345
20220311,28.403
20220314,28.53
20220315,28.612
20220316,28.625
20220317,28.456
20220318,28.36
20220321,28.487
20220322,28.543
20220323,28.551
20220324,28.602
20220325,28.613
20220328,28.755
20220329,28.765
20220330,28.58
20220331,28.622
20220401,28.705
20220406,28.77
20220407,28.828
20220408,28.906
20220411,29.05
20220412,29.145
20220413,29.086
20220414,29.004
20220415,29.118
20220418,29.186
20220419,29.23
20220420,29.249
20220421,29.209
20220422,29.26
20220425,29.37
20220426,29.31
20220427,29.396
20220428,29.525
20220429,29.48
20220503,29.53
20220504,29.525
20220505,29.509
20220506,29.66
20220509,29.733
20220510,29.712
20220511,29.705
20220512,29.823
20220513,29.807
20220516,29.814
20220517,29.732
20220518,29.71
20220519,29.769
20220520,29.655
20220523,29.62
20220524,29.622
20220525,29.556
20220526,29.505
20220527,29.35
20220530,29.144
20220531,29.065
20220601,29.27
20220602,29.388
20220606,29.415
20220607,29.514
20220608,29.52
20220609,29.526
20220610,29.584
20220613,29.742
20220614,29.708
20220615,29.74
20220616,29.735
20220617,29.72
20220620,29.74
20220621,29.715
20220622,29.79
20220623,29.782
20220624,29.732
20220627,29.612
20220628,29.64
20220629,29.682
20220630,29.726
20220701,29.755
20220704,29.745
20220705,29.765
20220706,29.81
20220707,29.79
20220708,29.782
20220711,29.818
20220712,29.895
20220713,29.855
20220714,29.889
20220715,29.946
20220718,29.914
20220719,29.902
20220720,29.896
20220721,29.89
20220722,29.916
20220725,29.908
20220726,29.914
20220727,29.933
20220728,29.928
20220729,29.938
20220801,29.98
20220802,29.996
20220803,29.99
20220804,29.994
20220805,29.95
20220808,29.996
20220809,29.99
20220810,29.997
20220811,29.942
20220812,29.97
20220815,29.99
20220816,29.994
20220817,29.981
20220818,29.991
20220819,30.02
20220822,30.095
20220823,30.204
20220824,30.271
20220825,30.194
20220826,30.218
20220829,30.396
20220830,30.468
20220831,30.435
20220901,30.531
20220902,30.588
20220905,30.71
20220906,30.746
20220907,30.928
20220908,30.895
20220912,30.87
20220913,30.89
20220914,31.088
20220915,31.13
20220916,31.293
20220919,31.35
20220920,31.345
20220921,31.44
20220922,31.616
20220923,31.665
20220926,31.818
20220927,31.78
20220928,31.871
20220929,31.847
20220930,31.743
20221003,31.868
20221004,31.748
20221005,31.568
20221006,31.53
20221007,31.668
20221011,31.867
20221012,31.839
20221013,31.889
20221014,31.884
20221017,31.997
20221018,31.994
20221019,32.022
20221020,32.107
20221021,32.188
20221024,32.226
20221025,32.319
20221026,32.215
20221027,32.108
20221028,32.148
20221031,32.21
20221101,32.179
20221102,32.17
20221103,32.245
20221104,32.185
20221107,32.082
20221108,32.062
20221109,31.903
20221110,31.905
20221111,31.41
20221114,31.116
20221115,31.105
20221116,31.115
20221117,31.158
20221118,31.17
20221121,31.21
20221122,31.213
20221123,31.218
20221124,31.027
20221125,30.905
20221128,31.012
20221129,30.952
20221130,30.902
20221201,30.633
20221202,30.605
20221205,30.455
20221206,30.638
20221207,30.662
20221208,30.685
20221209,30.622
20221212,30.714
20221213,30.724
20221214,30.582
20221215,30.625
20221216,30.71
20221219,30.74
20221220,30.72
20221221,30.709
20221222,30.68
20221223,30.712
20221226,30.708
20221227,30.691
20221228,30.715
20221229,30.732
20221230,30.708
20230103,30.698
20230104,30.714
20230105,30.71
20230106,30.712
20230107,30.695
20230109,30.52
20230110,30.463
20230111,30.435
20230112,30.458
20230113,30.387
20230116,30.268
20230117,30.315
20230118,30.333
20230119,30.368
20230130,30.137
20230131,30.052
20230201,29.965
20230202,29.7
20230203,29.72
20230204,29.9
20230206,29.984
20230207,30.043
20230208,30.06
20230209,30.068
20230210,30.136
20230213,30.238
20230214,30.215
20230215,30.308
20230216,30.28
20230217,30.404
20230218,30.41
20230220,30.371
20230221,30.415
20230222,30.504
20230223,30.405
20230224,30.48
20230301,30.588
20230302,30.63
20230303,30.627
20230306,30.576
20230307,30.594
20230308,30.79
20230309,30.81
20230310,30.848
20230313,30.651
20230314,30.62
20230315,30.592
20230316,30.631
20230317,30.554
20230320,30.593
20230321,30.563
20230322,30.526
20230323,30.372
20230324,30.353
20230325,30.388
20230327,30.372
20230328,30.385
20230329,30.455
20230330,30.461
20230331,30.454
20230406,30.528
20230407,30.446
20230410,30.452
20230411,30.475
20230412,30.505
20230413,30.496
20230414,30.465
20230417,30.494
20230418,30.527
20230419,30.562
20230420,30.612
20230421,30.622
20230424,30.645
20230425,30.68
20230426,30.725
20230427,30.71
20230428,30.74
20230502,30.782
20230503,30.746
20230504,30.666
20230505,30.641
20230508,30.673
20230509,30.702
20230510,30.729
20230511,30.738
20230512,30.758
20230515,30.813
20230516,30.805
20230517,30.817
20230518,30.766
20230519,30.682
20230522,30.677
20230523,30.748
20230524,30.794
20230525,30.79
20230526,30.748
20230529,30.652
20230530,30.66
20230531,30.766
20230601,30.74
20230602,30.655
20230605,30.695
20230606,30.728
20230607,30.712
20230608,30.76
20230609,30.725
20230612,30.754
20230613,30.716
20230614,30.72
20230615,30.724
20230616,30.708
20230617,30.738
20230619,30.796
20230620,30.89
20230621,30.92
20230626,31.017
20230627,31.03
20230628,31.072
20230629,31.078
20230630,31.135
20230703,31.131
20230704,31.116
20230705,31.152
20230706,31.22
20230707,31.33
20230710,31.385
20230711,31.32
20230712,31.238
20230713,31.086
20230714,30.893
20230717,31.052
20230718,30.996
20230719,31.063
20230720,31.077
20230721,31.24
20230724,31.352
20230725,31.306
20230726,31.252
20230727,31.238
20230728,31.39
20230731,31.43
20230801,31.518
20230802,31.625
20230804,31.691
20230807,31.67
20230808,31.81
20230809,31.75
20230810,31.762
20230811,31.798
20230814,31.924
20230815,31.935
20230816,31.895
20230817,31.974
20230818,31.942
20230821,31.965
20230822,31.938
20230823,31.926
20230824,31.795
20230825,31.85
20230828,31.874
20230829,31.884
20230830,31.856
20230831,31.854
20230901,31.861
20230904,31.88
20230905,31.895
20230906,31.967
20230907,31.995
20230908,32.008
20230911,31.98
20230912,32.032
20230913,31.968
20230914,31.91
20230915,31.928
20230918,31.978
20230919,32.002
20230920,32.022
20230921,32.112
20230922,32.126
20230923,32.122
20230925,32.148
20230926,32.228
20230927,32.245
20230928,32.268
20231002,32.237
20231003,32.328
20231004,32.325
20231005,32.261
20231006,32.207
20231011,32.122
20231012,32.125
20231013,32.219
20231016,32.279
20231017,32.295
20231018,32.29
20231019,32.323
20231020,32.32
20231023,32.348
20231024,32.316
20231025,32.341
20231026,32.43
20231027,32.425
20231030,32.425
20231031,32.419
20231101,32.484
20231102,32.361
20231103,32.303
20231106,32.143
20231107,32.197
20231108,32.248
20231109,32.258
20231110,32.352
20231113,32.332
20231114,32.33
20231115,32.108
20231116,32.01
20231117,31.856
20231120,31.658
20231121,31.448
20231122,31.595
20231123,31.545
20231124,31.628
20231127,31.57
20231128,31.468
20231129,31.25
20231130,31.26
20231201,31.475
20231204,31.415
20231205,31.493
20231206,31.505
20231207,31.529
20231208,31.374
20231211,31.512
20231212,31.509
20231213,31.526
20231214,31.33
20231215,31.268
20231218,31.314
20231219,31.361
20231220,31.31
20231221,31.282
20231222,31.203
20231225,31.14
20231226,31.065
20231227,30.88
20231228,30.718
20231229,30.735
20240102,30.866
20240103,31.01
20240104,31.016
20240105,31.025
20240108,31.001
20240109,31.023
20240110,31.14
20240111,31.103
20240112,31.129
20240115,31.215
20240116,31.392
20240117,31.589
20240118,31.571
20240119,31.44
20240122,31.352
20240123,31.328
20240124,31.345
20240125,31.315
20240126,31.305
20240129,31.253
20240130,31.162
20240131,31.301
20240201,31.338
20240202,31.243
20240205,31.375
20240206,31.338
20240207,31.358
20240215,31.425
20240216,31.364
20240217,31.37
20240219,31.395
20240220,31.492
20240221,31.525
20240222,31.519
20240223,31.555
20240226,31.55
20240227,31.57
20240229,31.577
20240301,31.606
20240304,31.53
20240305,31.565
20240306,31.575
20240307,31.536
20240308,31.438
20240311,31.414
20240312,31.412
20240313,31.46
20240314,31.497
20240315,31.593
20240318,31.659
20240319,31.772
20240320,31.868
20240321,31.832
20240322,31.958
20240325,31.865
20240326,31.896
20240327,31.998
20240328,31.988
20240329,31.99
20240401,31.979
20240402,32.076
20240403,32.057
20240408,32.095
20240409,32.098
20240410,32.02
20240411,32.211
20240412,32.293
20240415,32.378
20240416,32.49
20240417,32.478
20240418,32.376
20240419,32.512
20240422,32.636
20240423,32.593
20240424,32.528
20240425,32.578
20240426,32.56
20240429,32.558
20240430,32.542
20240502,32.496
20240503,32.376
20240506,32.347
20240507,32.37
20240508,32.408
20240509,32.46
20240510,32.413
20240513,32.411
20240514,32.415
20240515,32.312
20240516,32.12
20240517,32.206
20240520,32.236
20240521,32.294
20240522,32.275
20240523,32.246
20240524,32.258
20240527,32.187
20240528,32.168
20240529,32.298
20240530,32.441
20240531,32.42
20240603,32.396
20240604,32.394
20240605,32.348
20240606,32.28
20240607,32.25
20240611,32.395
20240612,32.386
20240613,32.33
20240614,32.35
20240617,32.385
20240618,32.397
20240619,32.358
20240620,32.328
20240621,32.369
20240624,32.395
20240625,32.443
20240626,32.554
20240627,32.53
20240628,32.45
20240701,32.546
20240702,32.627
20240703,32.632
20240704,32.48
20240705,32.475
20240708,32.493
20240709,32.54
20240710,32.586
20240711,32.506
20240712,32.561
20240715,32.572
20240716,32.625
20240717,32.616
20240718,32.605
20240719,32.73
20240722,32.848
20240723,32.838
20240726,32.831
20240729,32.87
20240730,32.846
20240731,32.836
20240801,32.762
20240802,32.817
20240805,32.639
20240806,32.688
20240807,32.681
20240808,32.593
20240809,32.44
20240812,32.46
20240813,32.47
20240814,32.304
20240815,32.301
20240816,32.288
20240819,32.03
20240820,31.993
20240821,31.938
20240822,31.966
20240823,31.976
20240826,31.817
20240827,31.93
20240828,31.95
20240829,31.903
20240830,31.94
20240902,32.021
20240903,32.062
20240904,32.188
20240905,32.071
20240906,31.926
20240909,32.09
20240910,32.173
20240911,32.105
20240912,32.128
20240913,31.992
20240916,31.91
20240918,31.94
20240919,31.932
20240920,31.962
20240923,32.033
20240924,31.966
20240925,31.84
20240926,31.845
20240927,31.688
20240930,31.651
20241001,31.837
20241004,31.963
20241007,32.131
20241008,32.22
20241009,32.16
20241011,32.182
20241014,32.168
20241015,32.18
20241016,32.175
20241017,32.168
20241018,32.083
20241021,31.985
20241022,32.058
20241023,32.088
20241024,32.085
20241025,32.071
20241028,32.09
20241029,32.101
20241030,32.031
20241101,31.968
20241104,31.961
20241105,31.968
20241106,32.175
20241107,32.24
20241108,32.115
20241111,32.251
20241112,32.425
20241113,32.45
20241114,32.546
20241115,32.466
20241118,32.531
20241119,32.42
20241120,32.494
20241121,32.545
20241122,32.593
20241125,32.485
20241126,32.51
20241127,32.534
20241128,32.521
20241129,32.457
20241202,32.598
20241203,32.536
20241204,32.448
20241205,32.438
20241206,32.408
20241209,32.47
20241210,32.44
20241211,32.51
20241212,32.488
20241213,32.508
20241216,32.485
20241217,32.515
20241218,32.481
20241219,32.668
20241220,32.691
20241223,32.688
20241224,32.67
20241225,32.668
20241226,32.696
20241227,32.72
20241230,32.717
20241231,32.781
20250102,32.868
20250103,32.917
20250106,32.862
20250107,32.739
20250108,32.883
20250109,32.94
20250110,32.964
20250113,33.119
20250114,32.971
20250115,33.065
20250116,32.928
20250117,32.926
20250120,32.808
20250121,32.765
20250122,32.774
20250123,32.77
20250124,32.682
20250203,32.968
20250204,32.985
20250205,32.838
20250206,32.826
20250207,32.754
20250208,32.786
20250210,32.839
20250211,32.835
20250212,32.861
20250213,32.802
20250214,32.77
20250217,32.695
20250218,32.765
20250219,32.748
20250220,32.791
20250221,32.745
20250224,32.71
20250225,32.795
20250226,32.79
20250227,32.82
20250303,32.917
20250304,32.913
20250305,32.816
20250306,32.854
20250307,32.834
20250310,32.92
20250311,32.884
20250312,32.962
20250313,32.961
20250314,32.954
20250317,33.005
20250318,32.997
20250319,33.043
20250320,33.007
20250321,32.988
20250324,33.038
20250325,33.085
20250326,33.097
20250327,33.103
20250328,33.097
20250331,33.182
20250401,33.196
20250402,33.088
20250407,33.055
20250408,33.007
20250409,33.002
20250410,32.868
20250411,32.705
20250414,32.51
20250415,32.516
20250416,32.52
20250417,32.531
20250418,32.608
20250421,32.46
20250422,32.498
20250423,32.492
20250424,32.529
20250425,32.526
20250428,32.465
20250429,32.229
20250430,32.017
20250502,31.064
20250505,30.145
20250506,30.28
20250507,30.295
20250508,30.303
20250509,30.308
20250512,30.316
20250513,30.455
20250514,30.284
20250515,30.189
20250516,30.172
20250519,30.205
20250520,30.179
20250521,30.158
20250522,30.07
20250523,30.023
20250526,29.935
20250527,29.953
20250528,29.91
20250529,29.929
20250602,29.988
20250603,30.005
20250604,29.952
20250605,29.922
20250606,29.931
20250609,29.948
20250610,29.955
20250611,29.92
20250612,29.66
20250613,29.668
20250616,29.52
20250617,29.535
20250618,29.542
20250619,29.621
20250620,29.529
20250623,29.734
20250624,29.536
20250625,29.391
20250626,29.165
20250627,29.18
20250630,29.902
20250701,29.185
20250702,29.019
20250703,28.828
20250704,28.931
20250707,29.048
20250708,29.068
20250709,29.15
20250710,29.24
20250711,29.205
20250714,29.296
20250715,29.302
20250716,29.416
20250717,29.412
20250718,29.406
20250721,29.415
20250722,29.452
20250723,29.362
20250724,29.402
20250725,29.46
20250728,29.523
20250729,29.706
20250730,29.719
20250731,29.916
20250801,30.025
20250804,29.918
20250805,29.927
20250806,29.99
20250807,29.82
20250808,29.855
20250811,29.916
20250812,30.026
20250813,29.96
20250814,29.988
20250815,30.01
20250818,30.056
20250819,30.12
20250820,30.308
20250821,30.505
20250822,30.585
20250825,30.45
20250826,30.555
20250827,30.582
20250828,30.588
20250829,30.605
20250901,30.63
20250902,30.678
20250903,30.728
20250904,30.704
20250905,30.615
20250908,30.522
20250909,30.38
20250910,30.31
20250911,30.344
20250912,30.246
20250915,30.228
20250916,30.101
20250917,30.065
20250918,30.107
20250919,30.22
20250922,30.251
20250923,30.294
20250924,30.321
20250925,30.438
20250926,30.545
20250930,30.469
20251001,30.45
20251002,30.415
20251003,30.418
20251007,30.52
20251008,30.535
20251009,30.545
20251013,30.696
20251014,30.761
20251015,30.656
20251016,30.665
20251017,30.686
20251020,30.65
20251021,30.691
20251022,30.731
20251023,30.815
20251027,30.719
20251028,30.626
